"Description","Value","Replicate.Name","Area.Value","Area.with.QC","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
NA,NA,"171030_Smp_IL2noBT_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2noBT_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2noBT5um_1",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2noBT5um_1.2nd.Inj",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2noBT5um_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2noBT5um_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT_1",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT5um_1",1020,NA,301.216,11.731,0.3112755,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2WBT5um_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT5um_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_1",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_1",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_2",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_3",0,NA,301.216,0,0,6855,"Retinoic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Std_250nMStdinAqMatrix_1",1219992,1219992,301.216,11.801,166.0145,6855,"Retinoic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_2",5813058,5813058,301.216,11.8,772.3342,6855,"Retinoic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_1",1044571,1044571,301.216,11.805,143.4984,6855,"Retinoic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_2",652527,652527,301.216,11.803,91.01012,6855,"Retinoic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_1",3902361,3902361,383.153,4.261,1166.861,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_2",3571758,3571758,383.153,4.269,1120.812,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_3",3373734,3373734,383.153,4.261,950.3987,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_Sept29QC_1",3894346,3894346,383.153,4.26,1147.4,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_Sept29QC_2",4680494,4680494,383.153,4.261,946.5288,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda1",4651124,4651124,383.153,4.26,24765.15,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda2",5010149,5010149,383.153,4.266,25896.8,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda3",5302121,5302121,383.154,4.261,28212.14,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda4",5487707,5487707,383.154,4.269,29074.42,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full1",4273000,4273000,383.153,4.261,1212.816,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full2",4831686,4831686,383.153,4.257,1640.3,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full3",4794117,4794117,383.153,4.263,2317.186,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full4",4962914,4962914,383.154,4.262,2403.587,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half1",2247676,2247676,383.153,4.257,13678,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half2",2418824,2418824,383.153,4.258,15488.25,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half3",2454546,2454546,383.153,4.263,921.3638,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half4",2509601,2509601,383.154,4.262,987.6285,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_1",4844938,4844938,383.153,4.258,1615.423,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_2",5491608,5491608,383.153,4.263,2002.507,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_3",4411136,4411136,383.154,4.254,290.7147,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_1",3848310,3848310,383.153,4.265,1178.611,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_2",4167674,4167674,383.153,4.259,1323.123,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_3",4635696,4635696,383.153,4.263,1389.435,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_1",5343440,5343440,383.153,4.264,2148.456,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_2",5289952,5289952,383.153,4.263,1196.89,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_3",4934897,4934897,383.153,4.261,2108.126,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_1",4188298,4188298,383.153,4.26,25740.65,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_2",4066079,4066079,383.153,4.261,1266.135,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_3",4588806,4588806,383.153,4.265,1539.833,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_1",12936921,12936921,383.154,4.268,2859.611,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_2",4853764,4853764,383.153,4.257,1907.265,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_3",11106677,11106677,383.153,4.272,3242.32,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT_1",5234934,5234934,383.154,4.262,1600.895,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT_2",4601076,4601076,383.153,4.261,1664.576,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_1",4344981,4344981,383.154,4.252,681.6529,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_2",5097832,5097832,383.154,4.261,2079.249,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_3",5159244,5159244,383.154,4.259,1725.13,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_1",4863872,4863872,383.153,4.26,1681.93,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_2",4528042,4528042,383.153,4.264,1271.828,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_3",4648300,4648300,383.153,4.26,1320.396,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_1",5122152,5122152,383.154,4.26,1366.469,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_2",11860043,11860043,383.153,4.265,1711.73,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_3",4700300,4700300,383.153,4.258,1332.159,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_1",5172601,5172601,383.153,4.259,1687.302,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_2",4526516,4526516,383.153,4.257,1551.968,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_3",5089566,5089566,383.153,4.26,33447.24,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_1",5312090,5312090,383.153,4.257,1760.888,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_2",5502136,5502136,383.153,4.265,2050.49,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_3",5300046,5300046,383.154,4.266,1832.007,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_1",3386264,3386264,383.153,4.262,21835.6,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_2",4581653,4581653,383.153,4.265,1579.927,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_3",5238166,5238166,383.153,4.263,1692.468,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_1",4855880,4855880,383.153,4.267,2022.071,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_2",5770367,5770367,383.153,4.264,2611.524,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_3",5265486,5265486,383.153,4.257,2340.222,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_1",4856222,4856222,383.153,4.259,1736.965,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_2",4782122,4782122,383.153,4.258,1699.937,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_3",5037862,5037862,383.153,4.261,1808.733,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_1",4968323,4968323,383.153,4.265,2328.965,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_2",4687108,4687108,383.153,4.257,1641.2,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_3",5236339,5236339,383.153,4.261,1837.657,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_1",3194019,3194019,383.153,4.26,744.6918,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_2",4070137,4070137,383.153,4.259,1669.324,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_1",53328,53328,383.154,4.253,424.7321,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","std",NA,NA,NA,"Blank.Flag","Blank.Flag"
NA,NA,"171013_Std_250nMStdinH2O_2",1114,NA,383.154,4.032,1.132124,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","std","SN.Flag","Area.Min.Flag",NA,"Blank.Flag","SN.Flag, Area.Min.Flag, Blank.Flag"
NA,NA,"171030_Blk_ProcessBlk_1",3040280,3040280,383.154,4.263,1407.747,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_2",2902561,2902561,383.154,4.268,16792,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_3",2807640,2807640,383.154,4.26,1430.301,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_Sept29QC_1",3755693,3755693,383.153,4.259,1623.127,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_Sept29QC_2",3984716,3984716,383.154,4.261,2054.776,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda1",4061346,4061346,383.153,4.265,20217.28,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda2",4464354,4464354,383.154,4.258,25489.69,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda3",4431538,4431538,383.154,4.257,25639.07,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda4",4626262,4626262,383.154,4.262,27699.41,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full1",3878424,3878424,383.153,4.255,1534.828,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full2",3891731,3891731,383.154,4.26,1975.63,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full3",4381004,4381004,383.154,4.261,2339.361,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full4",4183966,4183966,383.154,4.266,26953.84,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half1",1895084,1895084,383.153,4.256,869.2205,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half2",1978125,1978125,383.154,4.263,1055.194,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half3",2088406,2088406,383.154,4.262,12694.56,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half4",2079783,2079783,383.154,4.259,1203.196,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_1",3439606,3439606,383.154,4.26,1655.403,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_2",4767910,4767910,383.154,4.258,2457.707,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_3",3392638,3392638,383.154,4.261,2109.53,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_1",4041684,4041684,383.154,4.257,1861.404,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_2",3571558,3571558,383.154,4.253,1573.991,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_3",4416934,4416934,383.154,4.264,2187.844,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_1",3871020,3871020,383.154,4.258,2025.652,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_2",4154114,4154114,383.154,4.264,2014.173,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_3",4536181,4536181,383.154,4.266,2284.965,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_1",4046362,4046362,383.153,4.26,1872.667,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_2",3789706,3789706,383.154,4.264,2047.789,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_3",3566778,3566778,383.154,4.264,1707.608,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_1",8862934,8862934,383.154,4.265,3444.514,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_1.2nd.Inj",3974809,3974809,383.154,4.261,2199.333,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_2",4197660,4197660,383.154,4.258,2310.844,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_3",4368406,4368406,383.154,4.261,1632.056,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_1",3718015,3718015,383.154,4.262,1818.232,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_2",4005410,4005410,383.154,4.258,2043.478,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_3",3436957,3436957,383.154,4.261,1916.659,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_1",4386618,4386618,383.154,4.263,2361.745,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_2",4140474,4140474,383.154,4.257,2072.8,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_3",4427115,4427115,383.154,4.257,1603.096,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_1",4049654,4049654,383.154,4.264,2156.773,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_2",4075688,4075688,383.154,4.257,2234.209,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_3",3375058,3375058,383.154,4.258,1669.19,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_1",4084987,4084987,383.154,4.258,2245.194,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_2",8499974,8499974,383.154,4.265,2595.718,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_2.2nd.Inj",4113042,4113042,383.154,4.258,2094.869,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_3",4145866,4145866,383.154,4.262,2223.29,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_1",3782640,3782640,383.154,4.259,2057.305,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_2",4058505,4058505,383.154,4.26,25041.96,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_3",4261922,4261922,383.154,4.264,2333.622,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_1",10377437,10377437,383.154,4.268,3807.321,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_1.2nd.Inj",4273308,4273308,383.154,4.262,2024.607,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_2",4199734,4199734,383.154,4.259,1501.846,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_3",4162161,4162161,383.154,4.261,2319.751,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_1",3636347,3636347,383.154,4.255,22741.04,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_2",3793820,3793820,383.154,4.259,2240.623,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_3",3647807,3647807,383.154,4.261,1908.391,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT5um_1",4043552,4043552,383.154,4.262,2181.556,9128,"Riboflavin-dioxopyrimidine, 13C4, 15N2","smp",NA,NA,NA,NA,NA
